period,county,subcounty,type,pregnancy
2019Q3,Kakamega County,Matungu,Teen pregnancy (15 to 19 years),268
2019Q3,Kakamega County,Mumias East,Teen pregnancy (15 to 19 years),424
2019Q3,Kakamega County,Mumias West,Teen pregnancy (15 to 19 years),499
2019Q3,Kakamega County,Navakholo,Teen pregnancy (15 to 19 years),457
2019Q3,Kakamega County,Shinyalu,Teen pregnancy (15 to 19 years),360
2019Q3,Kericho County,Ainamoi,Teen pregnancy (15 to 19 years),593
2019Q3,Kericho County,Belgut,Teen pregnancy (15 to 19 years),323
2019Q3,Kericho County,Bureti,Teen pregnancy (15 to 19 years),725
2019Q3,Kericho County,Kipkelion East,Teen pregnancy (15 to 19 years),302
2019Q3,Kericho County,Kipkelion West,Teen pregnancy (15 to 19 years),352
2019Q3,Kericho County,Sigowet/Soin,Teen pregnancy (15 to 19 years),282
2019Q3,Kiambu County,Gatundu North,Teen pregnancy (15 to 19 years),175
2019Q3,Kiambu County,Gatundu South,Teen pregnancy (15 to 19 years),148
2019Q3,Kiambu County,Githunguri,Teen pregnancy (15 to 19 years),273
2019Q3,Kiambu County,Juja,Teen pregnancy (15 to 19 years),209
2019Q3,Kiambu County,Kabete,Teen pregnancy (15 to 19 years),247
2019Q3,Kiambu County,Kiambaa,Teen pregnancy (15 to 19 years),240
2019Q3,Kiambu County,Kiambu Town,Teen pregnancy (15 to 19 years),88
2019Q3,Kiambu County,Kikuyu,Teen pregnancy (15 to 19 years),178
2019Q3,Kiambu County,Lari,Teen pregnancy (15 to 19 years),224
2019Q3,Kiambu County,Limuru,Teen pregnancy (15 to 19 years),279
2019Q3,Kiambu County,Ruiru,Teen pregnancy (15 to 19 years),448
2019Q3,Kiambu County,Thika Town,Teen pregnancy (15 to 19 years),697
2019Q3,Kilifi County,Ganze,Teen pregnancy (15 to 19 years),203
2019Q3,Kilifi County,Kaloleni,Teen pregnancy (15 to 19 years),301
2019Q3,Kilifi County,Kilifi North,Teen pregnancy (15 to 19 years),294
2019Q3,Kilifi County,Kilifi South,Teen pregnancy (15 to 19 years),259
2019Q3,Kilifi County,Magarini,Teen pregnancy (15 to 19 years),646
2019Q3,Kilifi County,Malindi,Teen pregnancy (15 to 19 years),202
2019Q3,Kilifi County,Rabai,Teen pregnancy (15 to 19 years),111
2019Q3,Kirinyaga County,Kirinyaga Central,Teen pregnancy (15 to 19 years),144
2019Q3,Kirinyaga County,Kirinyaga East,Teen pregnancy (15 to 19 years),156
2019Q3,Kirinyaga County,Kirinyaga North/Mwea West,Teen pregnancy (15 to 19 years),111
2019Q3,Kirinyaga County,Kirinyaga South,Teen pregnancy (15 to 19 years),552
2019Q3,Kirinyaga County,Kirinyaga West,Teen pregnancy (15 to 19 years),129
2019Q3,Kisii County,Bobasi,Teen pregnancy (15 to 19 years),245
2019Q3,Kisii County,Bomachoge Borabu,Teen pregnancy (15 to 19 years),216
2019Q3,Kisii County,Bomachoge Chache,Teen pregnancy (15 to 19 years),198
2019Q3,Kisii County,Bonchari,Teen pregnancy (15 to 19 years),191
2019Q3,Kisii County,Kitutu Chache North,Teen pregnancy (15 to 19 years),219
2019Q3,Kisii County,Kitutu Chache South,Teen pregnancy (15 to 19 years),694
2019Q3,Kisii County,Nyaribari Chache,Teen pregnancy (15 to 19 years),174
2019Q3,Kisii County,Nyaribari Masaba,Teen pregnancy (15 to 19 years),188
2019Q3,Kisii County,South Mugirango,Teen pregnancy (15 to 19 years),320
2019Q3,Kisumu County,Kisumu Central,Teen pregnancy (15 to 19 years),325
2019Q3,Kisumu County,Kisumu East,Teen pregnancy (15 to 19 years),135
2019Q3,Kisumu County,Kisumu West,Teen pregnancy (15 to 19 years),268
2019Q3,Kisumu County,Muhoroni,Teen pregnancy (15 to 19 years),257
2019Q3,Kisumu County,Nyakach,Teen pregnancy (15 to 19 years),236
2019Q3,Kisumu County,Nyando,Teen pregnancy (15 to 19 years),244
2019Q3,Kisumu County,Seme,Teen pregnancy (15 to 19 years),134
2019Q3,Kitui County,Kitui Central,Teen pregnancy (15 to 19 years),239
2019Q3,Kitui County,Kitui East,Teen pregnancy (15 to 19 years),199
2019Q3,Kitui County,Kitui Rural,Teen pregnancy (15 to 19 years),111
2019Q3,Kitui County,Kitui South,Teen pregnancy (15 to 19 years),305
2019Q3,Kitui County,Kitui West,Teen pregnancy (15 to 19 years),240
2019Q3,Kitui County,Mwingi Central,Teen pregnancy (15 to 19 years),191
2019Q3,Kitui County,Mwingi North,Teen pregnancy (15 to 19 years),174
2019Q3,Kitui County,Mwingi West,Teen pregnancy (15 to 19 years),91
2019Q3,Kwale County,Kinango,Teen pregnancy (15 to 19 years),829
2019Q3,Kwale County,Lunga Lunga,Teen pregnancy (15 to 19 years),856
2019Q3,Kwale County,Matuga,Teen pregnancy (15 to 19 years),465
2019Q3,Kwale County,Msambweni,Teen pregnancy (15 to 19 years),463
2019Q3,Laikipia County,Laikipia East,Teen pregnancy (15 to 19 years),253
2019Q3,Laikipia County,Laikipia North,Teen pregnancy (15 to 19 years),293
2019Q3,Laikipia County,Laikipia West,Teen pregnancy (15 to 19 years),815
2019Q3,Lamu County,Lamu East,Teen pregnancy (15 to 19 years),16
2019Q3,Lamu County,Lamu West,Teen pregnancy (15 to 19 years),312
2019Q3,Machakos County,Athi River,Teen pregnancy (15 to 19 years),407
2019Q3,Machakos County,Kalama,Teen pregnancy (15 to 19 years),98
2019Q3,Machakos County,Kangundo,Teen pregnancy (15 to 19 years),224
2019Q3,Machakos County,Kathiani,Teen pregnancy (15 to 19 years),287
2019Q3,Machakos County,Machakos,Teen pregnancy (15 to 19 years),318
2019Q3,Machakos County,Masinga,Teen pregnancy (15 to 19 years),440
2019Q3,Machakos County,Matungulu,Teen pregnancy (15 to 19 years),343
2019Q3,Machakos County,Mwala,Teen pregnancy (15 to 19 years),347
2019Q3,Machakos County,Yatta,Teen pregnancy (15 to 19 years),402
2019Q3,Makueni County,Kaiti,Teen pregnancy (15 to 19 years),175
2019Q3,Makueni County,Kibwezi East,Teen pregnancy (15 to 19 years),323
2019Q3,Makueni County,Kibwezi West,Teen pregnancy (15 to 19 years),346
2019Q3,Makueni County,Kilome,Teen pregnancy (15 to 19 years),207
2019Q3,Makueni County,Makueni,Teen pregnancy (15 to 19 years),414
2019Q3,Makueni County,Mbooni,Teen pregnancy (15 to 19 years),430
2019Q3,Mandera County,Banissa,Teen pregnancy (15 to 19 years),168
2019Q3,Mandera County,Kutulo,Teen pregnancy (15 to 19 years),60
2019Q3,Mandera County,Lafey,Teen pregnancy (15 to 19 years),100
2019Q3,Mandera County,Mandera East,Teen pregnancy (15 to 19 years),116
2019Q3,Mandera County,Mandera North,Teen pregnancy (15 to 19 years),108
2019Q3,Mandera County,Mandera South,Teen pregnancy (15 to 19 years),109
2019Q3,Mandera County,Mandera West,Teen pregnancy (15 to 19 years),412
2019Q3,Marsabit County,Laisamis,Teen pregnancy (15 to 19 years),35
2019Q3,Marsabit County,Moyale,Teen pregnancy (15 to 19 years),414
2019Q3,Marsabit County,North Horr,Teen pregnancy (15 to 19 years),148
2019Q3,Marsabit County,Saku,Teen pregnancy (15 to 19 years),268
2019Q3,Meru County,Buuri,Teen pregnancy (15 to 19 years),199
2019Q3,Meru County,Igembe Central,Teen pregnancy (15 to 19 years),637
2019Q3,Meru County,Igembe North,Teen pregnancy (15 to 19 years),713
2019Q3,Meru County,Igembe South,Teen pregnancy (15 to 19 years),895
2019Q3,Meru County,Imenti Central,Teen pregnancy (15 to 19 years),252
2019Q3,Meru County,Imenti North,Teen pregnancy (15 to 19 years),294
2019Q3,Meru County,Imenti South,Teen pregnancy (15 to 19 years),331
2019Q3,Meru County,Tigania East,Teen pregnancy (15 to 19 years),596
2019Q3,Meru County,Tigania West,Teen pregnancy (15 to 19 years),233
2019Q3,Migori County,Awendo,Teen pregnancy (15 to 19 years),269
2019Q3,Migori County,Kuria East,Teen pregnancy (15 to 19 years),215
2019Q3,Migori County,Kuria West,Teen pregnancy (15 to 19 years),370
2019Q3,Migori County,Nyatike,Teen pregnancy (15 to 19 years),465
2019Q3,Migori County,Rongo,Teen pregnancy (15 to 19 years),307
2019Q3,Migori County,Suna East,Teen pregnancy (15 to 19 years),278
2019Q3,Migori County,Suna West,Teen pregnancy (15 to 19 years),251
2019Q3,Migori County,Uriri,Teen pregnancy (15 to 19 years),293
2019Q3,Mombasa County,Changamwe,Teen pregnancy (15 to 19 years),66
2019Q3,Mombasa County,Jomvu,Teen pregnancy (15 to 19 years),106
2019Q3,Mombasa County,Kisauni,Teen pregnancy (15 to 19 years),118
2019Q3,Mombasa County,Likoni,Teen pregnancy (15 to 19 years),245
2019Q3,Mombasa County,Mvita,Teen pregnancy (15 to 19 years),105
2019Q3,Mombasa County,Nyali,Teen pregnancy (15 to 19 years),100
2019Q3,Muranga County,Gatanga,Teen pregnancy (15 to 19 years),285
2019Q3,Muranga County,Kandara,Teen pregnancy (15 to 19 years),321
2019Q3,Muranga County,Kangema,Teen pregnancy (15 to 19 years),91
2019Q3,Muranga County,Kigumo,Teen pregnancy (15 to 19 years),215
2019Q3,Muranga County,Kiharu,Teen pregnancy (15 to 19 years),337
2019Q3,Muranga County,Mathioya,Teen pregnancy (15 to 19 years),94
2019Q3,Muranga County,Muranga South,Teen pregnancy (15 to 19 years),355
2019Q3,Nairobi County,Dagoretti North,Teen pregnancy (15 to 19 years),357
2019Q3,Nairobi County,Dagoretti South,Teen pregnancy (15 to 19 years),279
2019Q3,Nairobi County,Embakasi Central,Teen pregnancy (15 to 19 years),455
2019Q3,Nairobi County,Embakasi East,Teen pregnancy (15 to 19 years),217
2019Q3,Nairobi County,Embakasi North,Teen pregnancy (15 to 19 years),430
2019Q3,Nairobi County,Embakasi South,Teen pregnancy (15 to 19 years),279
2019Q3,Nairobi County,Embakasi West,Teen pregnancy (15 to 19 years),180
2019Q3,Nairobi County,Kamukunji,Teen pregnancy (15 to 19 years),712
2019Q3,Nairobi County,Kasarani,Teen pregnancy (15 to 19 years),305
2019Q3,Nairobi County,Kibra,Teen pregnancy (15 to 19 years),498
2019Q3,Nairobi County,Langata,Teen pregnancy (15 to 19 years),148
2019Q3,Nairobi County,Makadara,Teen pregnancy (15 to 19 years),597
2019Q3,Nairobi County,Mathare,Teen pregnancy (15 to 19 years),327
2019Q3,Nairobi County,Roysambu,Teen pregnancy (15 to 19 years),329
2019Q3,Nairobi County,Ruaraka,Teen pregnancy (15 to 19 years),615
2019Q3,Nairobi County,Starehe,Teen pregnancy (15 to 19 years),199
2019Q3,Nairobi County,Westlands,Teen pregnancy (15 to 19 years),284
2019Q3,Nakuru County,Gilgil,Teen pregnancy (15 to 19 years),322
2019Q3,Nakuru County,Kuresoi North,Teen pregnancy (15 to 19 years),471
2019Q3,Nakuru County,Kuresoi South,Teen pregnancy (15 to 19 years),494
2019Q3,Nakuru County,Molo,Teen pregnancy (15 to 19 years),349
2019Q3,Nakuru County,Naivasha,Teen pregnancy (15 to 19 years),429
2019Q3,Nakuru County,Nakuru East,Teen pregnancy (15 to 19 years),163
2019Q3,Nakuru County,Nakuru North,Teen pregnancy (15 to 19 years),262
2019Q3,Nakuru County,Nakuru West,Teen pregnancy (15 to 19 years),419
2019Q3,Nakuru County,Njoro,Teen pregnancy (15 to 19 years),690
2019Q3,Nakuru County,Rongai,Teen pregnancy (15 to 19 years),328
2019Q3,Nakuru County,Subukia,Teen pregnancy (15 to 19 years),170
2019Q3,Nandi County,Aldai,Teen pregnancy (15 to 19 years),391
2019Q3,Nandi County,Chesumei,Teen pregnancy (15 to 19 years),192
2019Q3,Nandi County,Emgwen,Teen pregnancy (15 to 19 years),515
2019Q3,Nandi County,Mosop,Teen pregnancy (15 to 19 years),327
2019Q3,Nandi County,Nandi Hills,Teen pregnancy (15 to 19 years),237
2019Q3,Nandi County,Tinderet,Teen pregnancy (15 to 19 years),393
2019Q3,Narok County,Narok East,Teen pregnancy (15 to 19 years),394
2019Q3,Narok County,Narok North,Teen pregnancy (15 to 19 years),687
2019Q3,Narok County,Narok South,Teen pregnancy (15 to 19 years),856
2019Q3,Narok County,Narok West,Teen pregnancy (15 to 19 years),633
2019Q3,Narok County,Transmara East,Teen pregnancy (15 to 19 years),279
2019Q3,Narok County,Transmara West,Teen pregnancy (15 to 19 years),877
2019Q3,Nyamira County,Borabu,Teen pregnancy (15 to 19 years),173
2019Q3,Nyamira County,Manga,Teen pregnancy (15 to 19 years),376
2019Q3,Nyamira County,Masaba North,Teen pregnancy (15 to 19 years),330
2019Q3,Nyamira County,Nyamira North,Teen pregnancy (15 to 19 years),525
2019Q3,Nyamira County,Nyamira,Teen pregnancy (15 to 19 years),660
2019Q3,Nyandarua County,Kinangop,Teen pregnancy (15 to 19 years),372
2019Q3,Nyandarua County,Kipipiri,Teen pregnancy (15 to 19 years),193
2019Q3,Nyandarua County,Ndaragwa,Teen pregnancy (15 to 19 years),179
2019Q3,Nyandarua County,Oljoroorok,Teen pregnancy (15 to 19 years),115
2019Q3,Nyandarua County,Olkalou,Teen pregnancy (15 to 19 years),192
2019Q3,Nyeri County,Kieni East,Teen pregnancy (15 to 19 years),128
2019Q3,Nyeri County,Kieni West,Teen pregnancy (15 to 19 years),102
2019Q3,Nyeri County,Mathira East,Teen pregnancy (15 to 19 years),45
2019Q3,Nyeri County,Mathira West,Teen pregnancy (15 to 19 years),47
2019Q3,Nyeri County,Mukurweini,Teen pregnancy (15 to 19 years),76
2019Q3,Nyeri County,Nyeri Central,Teen pregnancy (15 to 19 years),176
2019Q3,Nyeri County,Nyeri South,Teen pregnancy (15 to 19 years),83
2019Q3,Nyeri County,Tetu,Teen pregnancy (15 to 19 years),58
2019Q3,Samburu County,Samburu Central,Teen pregnancy (15 to 19 years),648
2019Q3,Samburu County,Samburu East,Teen pregnancy (15 to 19 years),324
2019Q3,Samburu County,Samburu North,Teen pregnancy (15 to 19 years),187
2019Q3,Siaya County,Alego Usonga,Teen pregnancy (15 to 19 years),356
2019Q3,Siaya County,Bondo,Teen pregnancy (15 to 19 years),584
2019Q3,Siaya County,Gem,Teen pregnancy (15 to 19 years),284
2019Q3,Siaya County,Rarieda,Teen pregnancy (15 to 19 years),417
2019Q3,Siaya County,Ugenya,Teen pregnancy (15 to 19 years),314
2019Q3,Siaya County,Ugunja,Teen pregnancy (15 to 19 years),359
2019Q3,Taita Taveta County,Mwatate,Teen pregnancy (15 to 19 years),159
2019Q3,Taita Taveta County,Taveta,Teen pregnancy (15 to 19 years),316
2019Q3,Taita Taveta County,Voi,Teen pregnancy (15 to 19 years),316
2019Q3,Taita Taveta County,Wundanyi,Teen pregnancy (15 to 19 years),53
2019Q3,Tana River County,Bura,Teen pregnancy (15 to 19 years),377
2019Q3,Tana River County,Galole,Teen pregnancy (15 to 19 years),463
2019Q3,Tana River County,Garsen,Teen pregnancy (15 to 19 years),457
2019Q3,Tharaka Nithi County,Chuka,Teen pregnancy (15 to 19 years),216
2019Q3,Tharaka Nithi County,Igambangombe,Teen pregnancy (15 to 19 years),158
2019Q3,Tharaka Nithi County,Muthambi,Teen pregnancy (15 to 19 years),110
2019Q3,Tharaka Nithi County,Mwimbi,Teen pregnancy (15 to 19 years),211
2019Q3,Tharaka Nithi County,Tharaka North,Teen pregnancy (15 to 19 years),175
2019Q3,Tharaka Nithi County,Tharaka South,Teen pregnancy (15 to 19 years),149
2019Q3,Trans Nzoia County,Cherangany,Teen pregnancy (15 to 19 years),599
2019Q3,Trans Nzoia County,Endebess,Teen pregnancy (15 to 19 years),475
2019Q3,Trans Nzoia County,Kiminini,Teen pregnancy (15 to 19 years),816
2019Q3,Trans Nzoia County,Kwanza,Teen pregnancy (15 to 19 years),553
2019Q3,Trans Nzoia County,Saboti,Teen pregnancy (15 to 19 years),653
2019Q3,Turkana County,Kibish,Teen pregnancy (15 to 19 years),92
2019Q3,Turkana County,Loima,Teen pregnancy (15 to 19 years),261
2019Q3,Turkana County,Turkana Central,Teen pregnancy (15 to 19 years),769
2019Q3,Turkana County,Turkana East,Teen pregnancy (15 to 19 years),130
2019Q3,Turkana County,Turkana North,Teen pregnancy (15 to 19 years),94
2019Q3,Turkana County,Turkana South,Teen pregnancy (15 to 19 years),308
2019Q3,Turkana County,Turkana West,Teen pregnancy (15 to 19 years),395
2019Q3,Uasin Gishu County,Ainabkoi,Teen pregnancy (15 to 19 years),380
2019Q3,Uasin Gishu County,Kapseret,Teen pregnancy (15 to 19 years),164
2019Q3,Uasin Gishu County,Kesses,Teen pregnancy (15 to 19 years),262
2019Q3,Uasin Gishu County,Moiben,Teen pregnancy (15 to 19 years),531
2019Q3,Uasin Gishu County,Soy,Teen pregnancy (15 to 19 years),560
2019Q3,Uasin Gishu County,Turbo,Teen pregnancy (15 to 19 years),344
2019Q3,Vihiga County,Emuhaya,Teen pregnancy (15 to 19 years),308
2019Q3,Vihiga County,Hamisi,Teen pregnancy (15 to 19 years),679
2019Q3,Vihiga County,Luanda,Teen pregnancy (15 to 19 years),354
2019Q3,Vihiga County,Sabatia,Teen pregnancy (15 to 19 years),240
2019Q3,Vihiga County,Vihiga,Teen pregnancy (15 to 19 years),307
2019Q3,Wajir County,Eldas,Teen pregnancy (15 to 19 years),43
2019Q3,Wajir County,Tarbaj,Teen pregnancy (15 to 19 years),91
2019Q3,Wajir County,Wajir East,Teen pregnancy (15 to 19 years),197
2019Q3,Wajir County,Wajir North,Teen pregnancy (15 to 19 years),129
2019Q3,Wajir County,Wajir South,Teen pregnancy (15 to 19 years),149
2019Q3,Wajir County,Wajir West,Teen pregnancy (15 to 19 years),138
2019Q3,West Pokot County,Pokot Central,Teen pregnancy (15 to 19 years),512
2019Q3,West Pokot County,Pokot North,Teen pregnancy (15 to 19 years),549
2019Q3,West Pokot County,Pokot South,Teen pregnancy (15 to 19 years),645
2019Q3,West Pokot County,West Pokot,Teen pregnancy (15 to 19 years),850
2019Q4,Baringo County,Baringo Central,Teen pregnancy (15 to 19 years),81
2019Q4,Baringo County,Baringo North,Teen pregnancy (15 to 19 years),103
2019Q4,Baringo County,East Pokot,Teen pregnancy (15 to 19 years),85
2019Q4,Baringo County,Koibatek,Teen pregnancy (15 to 19 years),304
2019Q4,Baringo County,Marigat,Teen pregnancy (15 to 19 years),222
2019Q4,Baringo County,Mogotio,Teen pregnancy (15 to 19 years),122
2019Q4,Baringo County,Tiaty East,Teen pregnancy (15 to 19 years),173
2019Q4,Bomet County,Bomet Central,Teen pregnancy (15 to 19 years),462
2019Q4,Bomet County,Bomet East,Teen pregnancy (15 to 19 years),705
2019Q4,Bomet County,Chepalungu,Teen pregnancy (15 to 19 years),495
2019Q4,Bomet County,Konoin,Teen pregnancy (15 to 19 years),301
2019Q4,Bomet County,Sotik,Teen pregnancy (15 to 19 years),571
2019Q4,Bungoma County,Bumula,Teen pregnancy (15 to 19 years),286
2019Q4,Bungoma County,Cheptais,Teen pregnancy (15 to 19 years),344
2019Q4,Bungoma County,Kabuchai,Teen pregnancy (15 to 19 years),248
2019Q4,Bungoma County,Kanduyi,Teen pregnancy (15 to 19 years),417
2019Q4,Bungoma County,Kimilili,Teen pregnancy (15 to 19 years),250
2019Q4,Bungoma County,Mt Elgon,Teen pregnancy (15 to 19 years),210
2019Q4,Bungoma County,Sirisia,Teen pregnancy (15 to 19 years),182
2019Q4,Bungoma County,Tongaren,Teen pregnancy (15 to 19 years),334
2019Q4,Bungoma County,Webuye East,Teen pregnancy (15 to 19 years),163
2019Q4,Bungoma County,Webuye West,Teen pregnancy (15 to 19 years),246
2019Q4,Busia County,Bunyala,Teen pregnancy (15 to 19 years),91
2019Q4,Busia County,Butula,Teen pregnancy (15 to 19 years),261
2019Q4,Busia County,Matayos,Teen pregnancy (15 to 19 years),435
2019Q4,Busia County,Nambale,Teen pregnancy (15 to 19 years),196
2019Q4,Busia County,Samia,Teen pregnancy (15 to 19 years),119
2019Q4,Busia County,Teso North,Teen pregnancy (15 to 19 years),203
2019Q4,Busia County,Teso South,Teen pregnancy (15 to 19 years),189
2019Q4,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (15 to 19 years),171
2019Q4,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (15 to 19 years),235
2019Q4,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (15 to 19 years),146
2019Q4,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (15 to 19 years),365
2019Q4,Embu County,Manyatta,Teen pregnancy (15 to 19 years),148
2019Q4,Embu County,Mbeere North,Teen pregnancy (15 to 19 years),113
2019Q4,Embu County,Mbeere South,Teen pregnancy (15 to 19 years),96
2019Q4,Embu County,Runyenjes,Teen pregnancy (15 to 19 years),102
2019Q4,Garissa County,Balambala,Teen pregnancy (15 to 19 years),88
2019Q4,Garissa County,Dadaab,Teen pregnancy (15 to 19 years),44
2019Q4,Garissa County,Fafi,Teen pregnancy (15 to 19 years),18
2019Q4,Garissa County,Garissa,Teen pregnancy (15 to 19 years),524
2019Q4,Garissa County,Hulugho,Teen pregnancy (15 to 19 years),0
2019Q4,Garissa County,Ijara,Teen pregnancy (15 to 19 years),106
2019Q4,Garissa County,Lagdera,Teen pregnancy (15 to 19 years),128
2019Q4,Homa Bay County,Homa Bay Town,Teen pregnancy (15 to 19 years),482
2019Q4,Homa Bay County,Kabondo Kasipul,Teen pregnancy (15 to 19 years),349
2019Q4,Homa Bay County,Karachuonyo,Teen pregnancy (15 to 19 years),478
2019Q4,Homa Bay County,Mbita,Teen pregnancy (15 to 19 years),198
2019Q4,Homa Bay County,Ndhiwa,Teen pregnancy (15 to 19 years),511
